0 0 0 0 
0.0174551 0.0174551 0.0174551 0.0174551 
0.0349101 0.0349101 0.0349101 0.0349101 
0.0523652 0.0523652 0.0523652 0.0523652 
0.0698203 0.0698203 0.0698203 0.0698203 
0.0872753 0.0872753 0.0872753 0.0872753 
0.10473 0.10473 0.10473 0.10473 
0.122185 0.122185 0.122185 0.122185 
0.139641 0.139641 0.139641 0.139641 
0.157096 0.157096 0.157096 0.157096 
0.174551 0.174551 0.174551 0.174551 
0.192006 0.192006 0.192006 0.192006 
0.209461 0.209461 0.209461 0.209461 
0.226916 0.226916 0.226916 0.226916 
0.244371 0.244371 0.244371 0.244371 
0.261826 0.261826 0.261826 0.261826 
0.279281 0.279281 0.279281 0.279281 
0.296736 0.296736 0.296736 0.296736 
0.349266 0.349266 0.349266 0.349266 
0.374148 0.374148 0.374148 0.374148 
0.44223 0.44223 0.44223 0.44223 
0.484142 0.484142 0.484142 0.484142 
0.568041 0.568041 0.568041 0.568041 
0.626491 0.626491 0.626491 0.626491 
0.72765 0.72765 0.72765 0.72765 
0.803116 0.803116 0.803116 0.803116 
0.923482 0.923482 0.923482 0.923482 
1.01737 1.01737 1.01737 1.01737 
1.16002 1.16002 1.16002 1.16002 
1.27519 1.27519 1.27519 1.27519 
1.44534 1.44534 1.44534 1.44534 
1.58719 1.58719 1.58719 1.58719 
1.79415 1.79415 1.79415 1.79415 
1.97342 1.97342 1.97342 1.97342 
2.23647 2.23647 2.23647 2.23647 
2.47977 2.47977 2.47977 2.47977 
2.8701 2.8701 2.8701 2.8701 
3.38336 3.38336 3.38336 3.38336 
4.02104 4.02104 4.02104 4.02104 
4.01595 4.01595 4.01595 4.01595 
3.39153 3.39153 3.39153 3.39153 
2.77576 2.77576 2.77576 2.77576 
2.21103 2.21103 2.21103 2.21103 
1.59785 1.59785 1.59785 1.59785 
0.98124 0.98124 0.98124 0.98124 
0.362514 0.362514 0.362514 0.362514 
0.301345 0.301345 0.301345 0.301345 
0.301796 0.301796 0.301796 0.301796 
0.300436 0.300436 0.300436 0.300436 
0.301106 0.301106 0.301106 0.301106 
0.300095 0.300095 0.300095 0.300095 
0.300792 0.300792 0.300792 0.300792 
0.299945 0.299945 0.299945 0.299945 
0.300628 0.300628 0.300628 0.300628 
0.29987 0.29987 0.29987 0.29987 
0.300531 0.300531 0.300531 0.300531 
0.299827 0.299827 0.299827 0.299827 
0.300472 0.300472 0.300472 0.300472 
0.299799 0.299799 0.299799 0.299799 
0.300433 0.300433 0.300433 0.300433 
0.29978 0.29978 0.29978 0.29978 
0.300407 0.300407 0.300407 0.300407 
0.299764 0.299764 0.299764 0.299764 
0.30039 0.30039 0.30039 0.30039 
0.299751 0.299751 0.299751 0.299751 
0.300379 0.300379 0.300379 0.300379 
0.299739 0.299739 0.299739 0.299739 
0.300373 0.300373 0.300373 0.300373 
0.299727 0.299727 0.299727 0.299727 
0.300369 0.300369 0.300369 0.300369 
0.299716 0.299716 0.299716 0.299716 
0.300368 0.300368 0.300368 0.300368 
0.299705 0.299705 0.299705 0.299705 
0.300368 0.300368 0.300368 0.300368 
0.299694 0.299694 0.299694 0.299694 
0.30037 0.30037 0.30037 0.30037 
0.299682 0.299682 0.299682 0.299682 
0.300374 0.300374 0.300374 0.300374 
0.29967 0.29967 0.29967 0.29967 
0.300378 0.300378 0.300378 0.300378 
0.299659 0.299659 0.299659 0.299659 
0.300383 0.300383 0.300383 0.300383 
0.299647 0.299647 0.299647 0.299647 
0.300389 0.300389 0.300389 0.300389 
0.299635 0.299635 0.299635 0.299635 
0.300396 0.300396 0.300396 0.300396 
0.299622 0.299622 0.299622 0.299622 
