0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0 0 0 0 
0.485833 0.485833 0.485833 0.485833 
0.990715 0.990715 0.990715 0.990715 
0.999015 0.999015 0.999015 0.999015 
0.999186 0.999186 0.999186 0.999186 
0.999204 0.999204 0.999204 0.999204 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
0.999238 0.999238 0.999238 0.999238 
